title,company,description,link,listedOn,email,phone,city,region,salary,runDate,jobType,regionName,applyType
Assistant Accountant,CoSell Limited,Take the opportunity to own your own areas of Finance and get some real hands on experience with a varied set of financial operations.,https://www.seek.co.nz/job/82729229?type=standard&ref=search-standalone&origin=cardTitle#sol=984e43be23c9d2710e7c98d356b078885d80362c,18d ago,,,Queenstown,Otago,Grow your career in analytics!,2025-03-13,,,Quick Apply
Customer Experience Team Member - Trade Sales,NetYourJob,We are looking for an approachable and self-motivated Customer Experience Team Member - Trade Sales to join the Cirtex Customer Experience Team,https://www.seek.co.nz/job/82594819?type=standard&ref=search-standalone&origin=cardTitle#sol=1b94a1a884f6caab301a995ac41119fe3a632374,2d ago,,,Queenstown,Otago,,2025-03-13,,,Quick Apply
Customer Service - Service Facilitator,New Zealand Health Group,We have a 6 month Fixed Term Contract position available in our busy Service Centre,https://www.seek.co.nz/job/82288538?type=standard&ref=search-standalone&origin=cardTitle#sol=e1eecfcd7d112d6570ac1ae4f8b5be056c6cee23,3d ago,,,Queenstown,Otago,,2025-03-13,,,Quick Apply
People & Culture Coordinator,Farro Fresh,"At Farro, Auckland’s most mouthwatering food market, we are looking for our next HR Superstar.",https://www.seek.co.nz/job/82698830?type=standard&ref=search-standalone&origin=cardTitle#sol=b74656f8298a6661265bb2ea2d5080922020c7b7,8d ago,,,Queenstown,Otago,,2025-03-13,,,Quick Apply
Frontline Administrator,Ricoh New Zealand Ltd,"Based at the brand-new head office, located in the Auckland CBD, 15 minutes' walk to Commercial Bay.",https://www.seek.co.nz/job/82669694?type=standard&ref=search-standalone&origin=cardTitle#sol=4a70fa62b23b96dde8797a0a48a5b732877021b0,18d ago,,,Queenstown,Otago,,2025-03-13,,,Quick Apply
Accounts / Office Administrator,Sunday Drive,Excellent opportunity in a dynamic and exciting business,https://www.seek.co.nz/job/82530197?type=standard&ref=search-standalone&origin=cardTitle#sol=7c9bf3aa09b8f56792ed8cad16d437bd8f4d1299,21d ago,,,Queenstown,Otago,,2025-03-13,,,Quick Apply
Retail Sales Person,Huffer,Huffer is on the hunt for retail superstars to exceed sales in our Mount Maunganui store,https://www.seek.co.nz/job/82289942?type=standard&ref=search-standalone&origin=cardTitle#sol=41cb237a3a6af8e34ea84b340dbbbde67ee3561f,13d ago,,,Queenstown,Otago,,2025-03-13,,,Quick Apply
Retail Showroom Sales and Service Part Time,Stellar Recruitment,Family business with big aspirations. All about customer experience and having fun. This is for you,https://www.seek.co.nz/job/82246670?type=standard&ref=search-standalone&origin=cardTitle#sol=7a5ca1c1f5a854e7f4978dc4160af16c745283ee,5h ago,,,Queenstown,Otago,,2025-03-13,,,Quick Apply
Customer Service Officer,Viridian Glass Limited Partnership,We are seeking for an experienced Customer Service Officer to join our Highbrook Team!,https://www.seek.co.nz/job/82428688?type=standard&ref=search-standalone&origin=cardTitle#sol=20dc70c160e037757cba98a9ad41ee3f5435864b,21d ago,,,Queenstown,Otago,,2025-03-13,,,Quick Apply
Junior QS– Cost Planning/Estimating,Bureau Limited,Kick start you career today -Call Rachel – 0272098858,https://www.seek.co.nz/job/82756853?type=standard&ref=search-standalone&origin=cardTitle#sol=a02aeec60728a05a9bef8d19a05bfa22fa58135b,3d ago,,,Queenstown,Otago,,2025-03-13,,,Quick Apply
"Front of House Staff | Hotel Elms Christchurch",Jump Recruitment,"Deliver excellent customer service, ensuring guests comfort, safety & privacy. Part time roles on offer.. JUMP now!!",https://www.seek.co.nz/job/82217764?type=standard&ref=search-standalone&origin=cardTitle#sol=ed6bdb884dbe25e4685806bf55a859ce699bbf4d,4h ago,,,Queenstown,Otago,,2025-03-13,,,Quick Apply
Laboratory Assistant/Production Worker - Fixed Term,ArcActive Limited,Great opportunity for recent science graduates or someone with a production background.,https://www.seek.co.nz/job/82669537?type=standard&ref=search-standalone&origin=cardTitle#sol=723af863e322ca34276b29d7eced017ee3fd77dd,2d ago,,,Queenstown,Otago,,2025-03-13,,,Quick Apply
Workforce Analyst - People,KiwiRail,Data-Driven and People-Focused - Join KiwiRail as a Workforce Analyst!,https://www.seek.co.nz/job/82758408?type=standard&ref=search-standalone&origin=cardTitle#sol=5a1591633607752cbb31668e8e62e26e5c00b058,10d ago,,,Queenstown,Otago,,2025-03-13,,,Apply
Lingerie Fitter: Permanent Part time,The Fitting Room,"Become part of an outstanding fitting team, giving friendly and expert assistance to help customers select lingerie and swimwear they will love.",https://www.seek.co.nz/job/82679892?type=standard&ref=search-standalone&origin=cardTitle#sol=6f1f9a4419b47b0742be622fefaaf7b59e01ec87,,,,Queenstown,Otago,,2025-03-13,,,Quick Apply
Warehouse Associate,,Great career opportunity for a reliable and enthusiastic individual looking for a stable and rewarding role,https://www.seek.co.nz/job/82474717?type=standard&ref=search-standalone&origin=cardTitle#sol=7c04f0ce5f1ff551736f2da786dc3ce13cf96717,,,,Queenstown,Otago,,2025-03-13,,,Quick Apply
IT Technical Support Analyst,Britomart Group Management Company,The Technical Support Analyst will be part of a close-knit in-house IT team reporting to the CTO working across a portfolio of entities.,https://www.seek.co.nz/job/82668406?type=standard&ref=search-standalone&origin=cardTitle#sol=a52c85d888fb30ce7989aeda6caf3b5b74f10ed5,3d ago,,,Auckland CBD,Auckland,$23.38 – $29.10 per hour,2025-03-13,,,Apply
Vehicle Groomer,Turners Auto Retail Division,We currently have an opportunity for an eager & hard-working individual to join our friendly team in Westgate!,https://www.seek.co.nz/job/82373281?type=standard&ref=search-standalone&origin=cardTitle#sol=aa65f5a564a61649e77d88e79f09dbd351db743a,15d ago,,,Auckland CBD,Auckland,"$60,000 + generous commission",2025-03-13,,,Apply
Digital Content Creator,Naveya & Sloane,"This role is ideal for a creative, detail-oriented individual who thrives in a fast-paced environment and a keen eye for luxury aesthetics.",https://www.seek.co.nz/job/82525486?type=standard&ref=search-standalone&origin=cardTitle#sol=210918a0a9f599326ff1c0d360db529aacf3c522,9d ago,,,Auckland CBD,Auckland,$31.72 -$33.23,2025-03-13,,,Quick Apply
Customer Service Representatives - Westfield Newmarket,Scentre Group,Join us at Westfield Newmarket and be part of our vibrant Customer Service Team.,https://www.seek.co.nz/job/82599106?type=standard&ref=search-standalone&origin=cardTitle#sol=337b7bd79262b3c39f4d514ef5709e629ab45056,6d ago,,,Auckland CBD,Auckland,$25 per hour,2025-03-13,,,Apply
"Support Worker – Kaiawhina, Manurewa",Te Roopu Taurima,Te Roopu Taurima is looking for full-time support workers in Manurewa.,https://www.seek.co.nz/job/82603766?type=standard&ref=search-standalone&origin=cardTitle#sol=d2ceaa3c5248a5f5aed4738b9097731f5eccd124,6d ago,,,Auckland CBD,Auckland,$23.15,2025-03-13,,,Apply
Retail Agent,One New Zealand,An awesome time to join One NZ as we unlock the magic of technology to a better-connected Aotearoa!,https://www.seek.co.nz/job/82598455?type=standard&ref=search-standalone&origin=cardTitle#sol=8f188ee3a0678653a97e9ce5cd46e9c9bbf7e02b,6d ago,,,Auckland CBD,Auckland,"$70,000 – $80,000 per year",2025-03-13,,,Apply
Teacher Aide,Browns Bay School,This is a rewarding job with the opportunity to make a real difference in the lives of children. Browns Bay is a supportive and welcoming community.,https://www.seek.co.nz/job/82669961?type=standard&ref=search-standalone&origin=cardTitle#sol=38c93f751acc4a4becc9d714c655227490b7b77c,1d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
"Warehouse Assistant | The Depot",Savor Group Ltd,The Depot in Kumeu is looking for a dedicated Warehouse Assistant to join the small warehouse team for evening shifts!,https://www.seek.co.nz/job/82701493?type=standard&ref=search-standalone&origin=cardTitle#sol=6d46de57f0bf5c93192fdaaa73343729492f6cdf,2d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Travel Designers (Entry Level & Experienced),First Light Travel,"Excited about the growth of tourism? Passionate about discussing dream trips? Love to set goals, smash them and reap the rewards? Then read on!",https://www.seek.co.nz/job/82004095?type=standard&ref=search-standalone&origin=cardTitle#sol=2efffdfc66963de8704b431d78974405694c0096,30d+ ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
School Transport Driver Opportunities!,Cross Country Rentals,Join our team as a SESTA (Specialised School Transport Assistance) driver. Make a difference in your community!,https://www.seek.co.nz/job/82562101?type=standard&ref=search-standalone&origin=cardTitle#sol=6c7ab8c161f23de483d592bfcbb815f393889b76,7d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Weekend Youthworker Part Time,Drake New Zealand - Auckland South,Support the weekend youthworkers on Saturday and Sunday to ensure a smooth weekly roster.,https://www.seek.co.nz/job/82358805?type=standard&ref=search-standalone&origin=cardTitle#sol=079a6e85536fdeabfb8736bc824ea89e32873d35,16d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Sales Administrator,Mike Greer Homes,"Provide proactive sales support in this dynamic admin role, helping to ensure the seamless delivery of new homes to our clients!",https://www.seek.co.nz/job/82640500?type=standard&ref=search-standalone&origin=cardTitle#sol=d86d8389f88a1c6eb35095f221158987c821a422,4d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Retail Sales (Drones and Photography) - Part Time,Ferntech,"Flexible part-time role to engage customers with cutting-edge drone and camera technology. Competitive pay, product discount, and career growth.",https://www.seek.co.nz/job/82394739?type=standard&ref=search-standalone&origin=cardTitle#sol=bd7116b838a290017e757a6e019da081c8dc83c4,15d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Pick Packer,ALH Limited,Full time pick packing roles available now! Work in cold storage for experienced pick packers,https://www.seek.co.nz/job/82250560?type=standard&ref=search-standalone&origin=cardTitle#sol=e55ba64cf613e0716f955785ad819c9b6181f514,20d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Office Administrator,Private Group,We are looking for an experienced and vibrant Office Administrator to join our busy Hastings office,https://www.seek.co.nz/job/81130582?type=standard&ref=search-standalone&origin=cardTitle#sol=28dfa4eac2526fd9507632a9367d9d275d7403eb,6d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Community Support Worker,Donaldson Residential Trust,We are a close team that works well together and take pride in providing great care of our Residents.,https://www.seek.co.nz/job/82667283?type=standard&ref=search-standalone&origin=cardTitle#sol=e8a89b0e7c706194fc8d0e136c7df4a25f14cfeb,3d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
PAK'nSAVE Ormiston Checkout Senior Supervisor,PAK'nSAVE,"If you want to work hard, enjoy meeting new people and are a proven customer service superstar then apply now!",https://www.seek.co.nz/job/82593314?type=standard&ref=search-standalone&origin=cardTitle#sol=111d08519e2a019aed757eae0b3a16ef9cea186f,7d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Apply
Upholstery Trainee / Apprenticeship,Danske Mobler,"Get paid to gain Trade Certificate. Learn the fundamentals of upholstery techniques, materials, and tools.",https://www.seek.co.nz/job/82528299?type=standard&ref=search-standalone&origin=cardTitle#sol=fd6d3a7401fe4b984689efc880455ec639dfccba,9d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
People & Culture Coordinator,McVeagh Fleming,Join McVeagh Fleming as a People & Culture Coordinator in Auckland. Apply now!,https://www.seek.co.nz/job/82640387?type=standard&ref=search-standalone&origin=cardTitle#sol=96bbc1ada521f6e58a8c1643d1801d4c2876d2e9,4d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Retail Team Member,Cash Converters,"Join a global company, immerse yourself in a unique retail role, and make a meaningful impact in your community by providing financial solutions.",https://www.seek.co.nz/job/82728480?type=standard&ref=search-standalone&origin=cardTitle#sol=547a2075d2fa5a6addd847b3c4e1c5a421e359ef,1d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Digital Marketing & Content Specialist,Kiara Cosmetics,"Transform international beauty brands into local icons while working in a dynamic, hands-on role where your creativity and ideas make a real impact.",https://www.seek.co.nz/job/82301710?type=standard&ref=search-standalone&origin=cardTitle#sol=ca8519b846fba3c6ff89364a9c95c1997d161748,17d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Aronui - Junior Administrator,Turuki Health Care,Provide administrative support to our Aronui team who aim to improve the wellbeing of whānau from all walks of life,https://www.seek.co.nz/job/82676552?type=standard&ref=search-standalone&origin=cardTitle#sol=f437c6f25656ac71c8f82453dcdd1573ba7d6a83,2d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Vehicle Sales Consultant - New and Used,Tauranga Motor Company,Are you currently working in retail sales? Perhaps in appliance sales or in a sales role for one of the Telco's? Have a read of this opportunity,https://www.seek.co.nz/job/82670620?type=promoted&ref=search-standalone&origin=cardTitle#sol=7d9bed74a29a715a4707068a87cdf611b3c9bcbc,16m ago,,,Hamilton Central,Waikato,"OTE: $75,000 – $110,000+",2025-03-13,,,Quick Apply
People & Culture Administrator,CHT Healthcare Trust,As a P&C Admin you will be an integral part of our vibrant and supportive People and Culture team. Reporting directly to Head of P&C,https://www.seek.co.nz/job/82698815?type=promoted&ref=search-standalone&origin=cardTitle#sol=549e68c3007bb7cc6f5c4586db0c9a8f67ce5f0c,1h ago,,,Hamilton Central,Waikato,$23.50 – $26 per hour,2025-03-13,,,Apply
Design Estimator,Marlborough Lines,Customer Works Design Estimator,https://www.seek.co.nz/job/82761509?type=standard&ref=search-standalone&origin=cardTitle#sol=f50122f02804da744bdae2444065ca0bbeb16d2f,1d ago,,,Hamilton Central,Waikato,$23.65 per hour,2025-03-13,,,Quick Apply
Office Administrator,CHARTERED ACCOUNTANTS AUSTRALIA AND NEW ZEALAND,This role plays a crucial part in ensuring the success of our regional events and maintaining strong relationships with our valued members.,https://www.seek.co.nz/job/82760777?type=standard&ref=search-standalone&origin=cardTitle#sol=5d50773e800547431892bb64a6b8dd5133d0fdd8,3d ago,,,Hamilton Central,Waikato,$24.69 per hour,2025-03-13,,,Apply
Area Manager – Central North Region,Animates,"We are seeking an experienced Retail Area Manager with strong leadership and people management skills, to manage our Central North Auckland region!",https://www.seek.co.nz/job/82708304?type=standard&ref=search-standalone&origin=cardTitle#sol=c2b0ba2c45e5c501232576be74b81e1a85297261,11d ago,,,Hamilton Central,Waikato,$23.50 – $25 per hour,2025-03-13,,,Apply
Full Time Gardener,Highfield Country Estate Retirement Village,"Highfield Country Estate is a privately owned and operated, award wining Retirement Village, with beautiful gardens and incredible facilities.",https://www.seek.co.nz/job/82645616?type=standard&ref=search-standalone&origin=cardTitle#sol=e19a52dc4d4d2bc7e2297b69e87689fa17df933b,1h ago,,,Hamilton Central,Waikato,"$60,000 – $85,000 per year",2025-03-13,,,Quick Apply
ELECTRICAL ASSEMBLER,N2P Controls,"A great opportunity has opened up for a hard working, positive, Electrical assembler to join our dynamic team.",https://www.seek.co.nz/job/82467168?type=standard&ref=search-standalone&origin=cardTitle#sol=0ad218a474bf73efef3134ef121ef97b8e804c0a,17d ago,,,Hamilton Central,Waikato,$24 – $26 per hour,2025-03-13,,,Quick Apply
Meter Reader - North Shore,Arthur D Riley Co Ltd.,"Awesome role enjoying the outdoors, getting in your steps and providing stellar customer service. On-the-job training, uniform, work vehicle and more!",https://www.seek.co.nz/job/82760698?type=standard&ref=search-standalone&origin=cardTitle#sol=b2276523bfb51687e5128d2df6303b04cb8ed27a,14d ago,,,Hamilton Central,Waikato,Competitive salary + free onsite parking,2025-03-13,,,Quick Apply
Ticketing Assistant,Auckland Philharmonia Orchestra,We are looking for a customer service superstar to join the Ticketing & Sales Team at the Auckland Philharmonia,https://www.seek.co.nz/job/82319982?type=standard&ref=search-standalone&origin=cardTitle#sol=5717b225dbc6678fde01deed700e4ed905d5ecd1,3d ago,,,Hamilton Central,Waikato,$25 – $30 per hour,2025-03-13,,,Quick Apply
ACM - Armoured Vehicle Operator,Linfox Logistics,Join our tight-knit road crew team in Hamilton!,https://www.seek.co.nz/job/82396588?type=standard&ref=search-standalone&origin=cardTitle#sol=0425af896dd79df4b07de26b6b766c5477067453,18h ago,,,Hamilton Central,Waikato,"Earn up to A$88,546 with base salary and penalties (AUD)",2025-03-13,,,Apply
Buyer,Briscoe Group,"Join one of New Zealand's most iconic retail brands as a Buyer, where you'll play a key role in shaping our product offerings!",https://www.seek.co.nz/job/82666949?type=standard&ref=search-standalone&origin=cardTitle#sol=175472aaa221271a416a18d040ecc6c7fdb41f13,23d ago,,,Hamilton Central,Waikato,"$70,000 – $90,000 per year",2025-03-13,,,Apply
Warehouse Assistant and Delivery Driver,Biswas and Family Ltd,Seeking an all-rounder logistics person to be a part of our growing organization.,https://www.seek.co.nz/job/82743087?type=standard&ref=search-standalone&origin=cardTitle#sol=503f3e43491471c5f61fe03b828d03847855d146,18d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Poultry Farm Assistant Manager,AW Farm,Join dynamic poultry farm team - advance your career in sustainable agriculture and animal welfare.,https://www.seek.co.nz/job/82145847?type=standard&ref=search-standalone&origin=cardTitle#sol=6a48cb7d9eba34c527eb384aaf07735611770915,14d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Training Specialist - Entry Level role! (Part Time),Sharp Corporation of New Zealand Ltd,"Entry level role - We are looking for a training specialist to join the team on a part time, flexible basis - up to a maximum of 30 hours per week.",https://www.seek.co.nz/job/82288254?type=standard&ref=search-standalone&origin=cardTitle#sol=1d9167abfb9f482ead4311bd80bd0c8b918f1c93,3h ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Kitchen Assistant,King's School,"Part-time Kitchen Assistant role at Independent school offering competitive pay, school hours, and team camaraderie.",https://www.seek.co.nz/job/82398216?type=standard&ref=search-standalone&origin=cardTitle#sol=576fb0199d77801f465381ac43efea7371608248,23d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
People & Culture Advisor / BP Opportunities - 12 Month Fixed Term,T&G Global,"Join a supportive, high-performing People & Culture team, within a global business! Two 12-month fixed term opportunities available.",https://www.seek.co.nz/job/82758531?type=standard&ref=search-standalone&origin=cardTitle#sol=2c5fbd0626c332402af104dc62a63b4e4da5f1f5,18d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Apply
Casual Waitstaff,Sidekicker,We are looking for Wellington's best Hospitality staff to work casually at a range of venues such as catering companies and stadiums.,https://www.seek.co.nz/job/82145729?type=standard&ref=search-standalone&origin=cardTitle#sol=16e353cb145ff8b8d676814a58ae23eb5c35fbcd,18d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Apply
Call Centre Officer,PERSOLKELLY,Experienced in call center environments with a strong background in customer service. Skilled in both written and verbal communication.,https://www.seek.co.nz/job/82287598?type=standard&ref=search-standalone&origin=cardTitle#sol=669e4c968eed5d1ce62fcb8f8cbad7f03b6430c0,15d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Apply
Casual Car Groomers,Extrastaff,Email Ella.bryant@extrastaff.co.nz with your cv or apply online,https://www.seek.co.nz/job/82288413?type=standard&ref=search-standalone&origin=cardTitle#sol=68f1eac3aca14492bf31960077b43b5ddc79624f,2d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Inventory Controller,New Zealand Health Manufacturing,"Join a Nestle Oceania factory as Inventory Controller, available at NZHM, where we empower healthier lives.",https://www.seek.co.nz/job/82370964?type=standard&ref=search-standalone&origin=cardTitle#sol=a78e8c6383e8c9032eb555a524cfef4838b7221d,3d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Prison Officers - Relocate to Victoria,"Prison Officers, Corrections Victoria",Start your career as a prison officer in Victoria with our regional relocation package. Up to $10k support and $5k sign-on bonus. Conditions apply.,https://www.seek.co.nz/job/82674327?type=standard&ref=search-standalone&origin=cardTitle#sol=cbbe2d689bc7701bfb495afef43ef7f85b73c533,,,,Hamilton Central,Waikato,,2025-03-13,,,Apply
Executive Assistant and Administration Office support,Security Wholesale 2001 Limited,"Supportive, inclusive work environment with flexible arrangements and career development opportunities.",https://www.seek.co.nz/job/82667062?type=standard&ref=search-standalone&origin=cardTitle#sol=2790959af2c15c85192772ba3c8d220390aa3bdd,,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Office Admin,Legend Sportswear,Working with Sir Gordon will enable you to gain valuable experience,https://www.seek.co.nz/job/82731548?type=promoted&ref=search-standalone&origin=cardTitle#sol=aabd59603ba48d7dd3cbfcd2e955a96d8a35d824,24d ago,,,Tauranga Central,Bay of Plenty,Competitive compensation + potential bonus,2025-03-13,,,Quick Apply
Warehouse & Customer Service Assistant - West Auckland,Anzor Fasteners,"Learn the art of warehousing, customer service, and the mechanical properties of stainless steel fasteners in our great supportive West Auckland team",https://www.seek.co.nz/job/82498018?type=promoted&ref=search-standalone&origin=cardTitle#sol=9d8e2971b32fd507ab339957021a8cd376b94c30,8d ago,,,Tauranga Central,Bay of Plenty,$58k - $60k p.a.,2025-03-13,,,Apply
Construction Support Manager,Simplicity Living Limited,"Construction Support Manager - you'll handle a variety of tasks across all projects, supporting our design, construction, and project finance teams.",https://www.seek.co.nz/job/82115290?type=standard&ref=search-standalone&origin=cardTitle#sol=12fa9d71448145fec74ce19c3cece541481e2e1b,14d ago,,,Tauranga Central,Bay of Plenty,$24.50 – $28 per hour,2025-03-13,,,Quick Apply
Retail and Admin Assistant,Playbill NZ Ltd,"Join a fast paced merchandising company, supporting the sporting and entertainment industry.",https://www.seek.co.nz/job/82560171?type=standard&ref=search-standalone&origin=cardTitle#sol=5393ee78966c9108a9ef39a351b04be809c6e380,3d ago,,,Tauranga Central,Bay of Plenty,Great hourly rate + Discounts + Benefits,2025-03-13,,,Quick Apply
Customer Service,Randstad - Business Support,"Are you a customer service superstar with a knack for sales support? Ready to dive into a fun, dynamic, and booming industry? Look no further!",https://www.seek.co.nz/job/82422545?type=standard&ref=search-standalone&origin=cardTitle#sol=3a706bf092a13a070895234f7aac49df4ee29aba,11d ago,,,Tauranga Central,Bay of Plenty,TAWA OUTLET CITY,2025-03-13,,,Apply
Electrical Technician- Mobile equipment,Freightquip Pty Ltd,A great opportunity to work in an exciting Aviation industry sector.,https://www.seek.co.nz/job/82651749?type=standard&ref=search-standalone&origin=cardTitle#sol=f8dc24b7a677be51c77e8d1d479f434e9dc8bb27,10d ago,,,Tauranga Central,Bay of Plenty,$26 - $28 (AUD),2025-03-13,,,Quick Apply
Office Administrator,Clubs New Zealand Inc,We are seeking a detail-oriented and efficient Office Administrator to support the daily operations of our Wellington-based office.,https://www.seek.co.nz/job/82463748?type=standard&ref=search-standalone&origin=cardTitle#sol=b8ee7c9e53fd8d9710b7c2b76c7ce147358dd490,3d ago,,,Tauranga Central,Bay of Plenty,Base salary + monthly bonuses,2025-03-13,,,Quick Apply
Trainee Air Traffic Controller,Airservices Australia,"As a Trainee Air Traffic Controller, you’ll dive into the world of aviation, using state-of-the-art tech to ensure the safe movement of aircraft.",https://www.seek.co.nz/job/82490574?type=standard&ref=search-standalone&origin=cardTitle#sol=27df6655dac2c582cda77c6d9ba6f36d3521aac3,15d ago,,,Tauranga Central,Bay of Plenty,"$54,000 – $55,000 per year",2025-03-13,,,Apply
Optical Assistant,Specsavers Silverdale,"We are looking for an Enthusiastic, Motivated & Friendly individual to join our growing team, working in a fast past & supportive environment.",https://www.seek.co.nz/job/82669172?type=standard&ref=search-standalone&origin=cardTitle#sol=f6f6640ee9b9c72f50ee9e76db026761263b7d31,14d ago,,,Tauranga Central,Bay of Plenty,,2025-03-13,,,Apply
Merchandiser - South Auckland,Nestlé NZ Ltd,"This role will allow you to build strong, long-term relationships with store personnel to represent Nestlé with pride, positivity, and passion",https://www.seek.co.nz/job/82391714?type=standard&ref=search-standalone&origin=cardTitle#sol=b9ba6f19eed5445790b8d45fb8b62c3a069c1b66,15d ago,,,Tauranga Central,Bay of Plenty,,2025-03-13,,,Apply
Human Resource Administrator,Hanlon Plumbing Ltd,"Gain valuable career experience in our dynamic, fast-paced team with strong support, hands-on learning, and exciting opportunities for growth.",https://www.seek.co.nz/job/82421682?type=standard&ref=search-standalone&origin=cardTitle#sol=2dda1727f2e8a41fef704d3a20fc94c3bee82385,22h ago,,,Tauranga Central,Bay of Plenty,,2025-03-13,,,Quick Apply
Kitchen Assistant (Casual) - Auckland Airport Lounge x 10,Compass Group New Zealand,"Are you looking to earn an extra income? then ""Apply Now""!",https://www.seek.co.nz/job/82366868?type=standard&ref=search-standalone&origin=cardTitle#sol=9b0de506161fc4c251b190df21dc57018a6564d5,1d ago,,,Tauranga Central,Bay of Plenty,,2025-03-13,,,Apply
Customer Care Coordinator (Trainer),SeaLink Travel Group,Work alongside an incredible team to ensure our Customer Care Team is fully equipped provide outstanding service!,https://www.seek.co.nz/job/82733541?type=standard&ref=search-standalone&origin=cardTitle#sol=1e84ac8999f62c277ac233f46891fd58ad247a23,14d ago,,,Tauranga Central,Bay of Plenty,,2025-03-13,,,Quick Apply
"Cattery Attendant | Cats on Cranford",VetPartners,Cats on Cranford are looking for a dedicated and passionate Cattery Attendant to join the team!,https://www.seek.co.nz/job/82707555?type=standard&ref=search-standalone&origin=cardTitle#sol=45f370c0c5605434bf01fbfac568d4bd7e43c48f,21d ago,,,Tauranga Central,Bay of Plenty,,2025-03-13,,,Quick Apply
Sales Consultant - TOMMY HILFIGER,PVH Brands Australia,Support the TOMMY HILFIGER team to deliver an exceptional in-store experience for all customers at Tawa Outlet City.,https://www.seek.co.nz/job/82411958?type=standard&ref=search-standalone&origin=cardTitle#sol=1d31423adcd0bda48c792421d27e7146c0759439,16d ago,,,Tauranga Central,Bay of Plenty,,2025-03-13,,,Apply
Warehouse Storeperson,Henkel New Zealand Ltd,"Join our team to support warehousing and dispatching of Loctite products! Help with picking, packing, and labeling in a dynamic culture!",https://www.seek.co.nz/job/82218586?type=standard&ref=search-standalone&origin=cardTitle#sol=466eb9e8b37f6defa51793febc781e2f527c5843,17d ago,,,Tauranga Central,Bay of Plenty,,2025-03-13,,,Quick Apply
Nursery Assistant,The Landing,"Nursery Assistant Permanent, Part Time Nursery Assistant Position is Available at The Landing, Bay of Islands.",https://www.seek.co.nz/job/82329152?type=standard&ref=search-standalone&origin=cardTitle#sol=c6274758c9152e7e4e9c865f356c8a25a7d79a89,27d ago,,,Tauranga Central,Bay of Plenty,,2025-03-13,,,Apply
"Retail Sales Assistant, Hamilton (Full-time)",ResMed,Work in a supportive team and learn how our medical devices help people achieve positive outcomes with their sleep health and awaken their best!,https://www.seek.co.nz/job/82307062?type=standard&ref=search-standalone&origin=cardTitle#sol=47877420e9da32023d76fa87eadf3bcf1823d0ad,2d ago,,,Tauranga Central,Bay of Plenty,,2025-03-13,,,Quick Apply
Sales Advisors - Join nood!,Nood Trading Limited,"Bring your passion for people and design to nood—create inspiring customer experiences in a fun, supportive team!",https://www.seek.co.nz/job/82071244?type=standard&ref=search-standalone&origin=cardTitle#sol=77fe6dd4e4e3363b1a63318a5a6d26f0e02584cf,22m ago,,,Tauranga Central,Bay of Plenty,,2025-03-13,,,Quick Apply
Relationship Associate,Bank of China (New Zealand),"Advance your corporate banking career in a dynamic, client-focused role with excellent growth opportunities!",https://www.seek.co.nz/job/82672223?type=standard&ref=search-standalone&origin=cardTitle#sol=2ea0abb2b21cc8f2e3b8166bc249892957d420ae,6d ago,,,Tauranga Central,Bay of Plenty,,2025-03-13,,,Quick Apply
Smoke alarm technician (INZ accredited employer),All Clear Group Limited,We're an INZ accredited employer looking for many smoke alarm technicians to grow with us.,https://www.seek.co.nz/job/82761335?type=standard&ref=search-standalone&origin=cardTitle#sol=7f9e9aecf1e3be974f22153577caad67b0036a95,,,,Tauranga Central,Bay of Plenty,,2025-03-13,,,Quick Apply
