title,company,description,link,listedOn,email,phone,city,region,salary,runDate
Technologist Graduate Program – Early 2026 & Mid 2026 Intakes,Australian Security Intelligence Organisation,"The 12-month program will equip you with the skills, experience and knowledge to undertake a wide range of technical roles in ASIO.",https://www.seek.com.au/job/77642908?type=standout&ref=search-standalone&origin=cardTitle#sol=99dcda45f78febf7ad83ac47ef526507bb2ec155,,careers@asio.gov.au,,Canberra ACT,Melbourne VIC,"$100,000 – $130,000 per year",2024-07-29
Technologist Graduate Program – Early 2026 & Mid 2026 Intakes,Australian Security Intelligence Organisation,"The 12-month program will equip you with the skills, experience and knowledge to undertake a wide range of technical roles in ASIO.",https://www.seek.com.au/job/77642903?type=standout&ref=search-standalone&origin=cardTitle#sol=27f642ef21c25ad3f676d7c18b1fd55ef7a46d0d,,careers@asio.gov.au,,Canberra ACT,Melbourne VIC,Daily rate: $1300-$1400/day (inc. super),2024-07-29
Formal Messaging Technician,Fujitsu Australia Limited,Provide a critical function in supporting ongoing customer operations on a day-to-day basis.,https://www.seek.com.au/job/77594745?type=standout&ref=search-standalone&origin=cardTitle#sol=4bd2b9bea7bf9ec9a0419c81ee895b9f60d68738,,careersapac@fujitsu.com,,Canberra ACT,Melbourne VIC,"$132,072 - $141,738 per annum",2024-07-29
Audio Visual Officer,Office of Public Prosecutions,The OPP has an exciting opportunity to join our Audio Visual Team as a Audio Visual Officer!,https://www.seek.com.au/job/77601319?type=standout&ref=search-standalone&origin=cardTitle#sol=d18b5d91f0667cd27125b74e5dcb5bf947845f6a,,recruit.info@opp.vic.gov.au,,Canberra ACT,Melbourne VIC,,2024-07-29
Process Analyst,Kinetic IT,"If you want exposure to a SIAM environment and are process driven, this opportunity is for you!",https://www.seek.com.au/job/77649651?type=standout&ref=search-standalone&origin=cardTitle#sol=fc4eacbf429cfa382baf5de1c00a378da722979d,,careers@kineticit.com.au,,Canberra ACT,Melbourne VIC,,2024-07-29
IT Engineer (Intune/Azure Virtual Desktop),Davidson,A great opportunity for an IT Engineer based in Melbourne,https://www.seek.com.au/job/77596628?type=standout&ref=search-standalone&origin=cardTitle#sol=74ec010a53aca9357bb26cafe3e227468b52622b,,,072024-3771,Canberra ACT,Melbourne VIC,,2024-07-29
Security Analyst,Inverse Group Pty Ltd,Excellent opportunity for a well rounded Security Analyst looking to work towards taking ownership of a Security Function,https://www.seek.com.au/job/77639882?type=standout&ref=search-standalone&origin=cardTitle#sol=684f3313c341ffffca40215b59de2bf2df5cadf8,,dlim@inverse-group.com,,Canberra ACT,Melbourne VIC,,2024-07-29
Business Analyst,The University of Sydney,"The Business Analyst will be part of the SITS operation team within the Application and Infrastructure area, collaborating closely with the team.",https://www.seek.com.au/job/77643993?type=standout&ref=search-standalone&origin=cardTitle#sol=8690bbd910c8f687e4462b96b23da869a468611c,,victoria.ford-rogers@sydney.edu.au,,Canberra ACT,Melbourne VIC,,2024-07-29
Senior Cyber Incident Handler,Lanson Partners,"Cyber Incident Response / DFIR role for a global brand, working on BAU + new security initiatives, such as building AI and automation into workflows.",https://www.seek.com.au/job/77637375?type=promoted&ref=search-standalone&origin=cardTitle#sol=390eced8674493a4a0ac7de8361a37eebfa4f064,,matthew@lansonpartners.com,,Lytton,Brisbane QLD,$180k - $210k package,2024-07-29
"Test Automation Specialist, ICT Systems Reform",Department for Education,"Formulating all test planning activities and delivering specialist advice on the evaluation of project test policies, strategies and plans.",https://www.seek.com.au/job/77636849?type=standout&ref=search-standalone&origin=cardTitle#sol=503c2a1e18ddee514b616ad406bf5afb86062d3c,,alexis.koukouvitakis@sa.gov.au,,Lytton,Brisbane QLD,"$98,478 - $104,165 per annum, plus superannuation",2024-07-29
Technologist Graduate Program – Early 2026 & Mid 2026 Intakes,Australian Security Intelligence Organisation,"The 12-month program will equip you with the skills, experience and knowledge to undertake a wide range of technical roles in ASIO.",https://www.seek.com.au/job/77642905?type=standout&ref=search-standalone&origin=cardTitle#sol=f264d60630f5b1c158865f4a485224d6524eb8d0,,careers@asio.gov.au,,Lytton,Brisbane QLD,"$90,067 per year",2024-07-29
APS5 Guidance Officer,"Talent – Specialists in tech, transformation & beyond",Great opportunity to join a Federal Agency on a long term hourly rate contract!,https://www.seek.com.au/job/77643264?type=standout&ref=search-standalone&origin=cardTitle#sol=e5203df66f466c1d4bf5abef33e28a7c2750d8d3,,Samuel.beckett@talentinternational.com,,Lytton,Brisbane QLD,Up to $582.40 Including Super Per Day,2024-07-29
Database/System Administrator,face2face Recruitment,Work with this Australian Government client as a DBA/System Admin to deliver Database and Server Admin support,https://www.seek.com.au/job/77627389?type=standout&ref=search-standalone&origin=cardTitle#sol=9135e0661e18dc831d11f71210a3726c581bbddc,,TeamICT@f2frecruitment.com.au,,Lytton,Brisbane QLD,,2024-07-29
Business Analyst,Indigo Australasia Incorporated,"As Business Analyst will be an integral part of the Digital Services Team, working closely with the business operations and reporting to DS Manager",https://www.seek.com.au/job/77599420?type=standout&ref=search-standalone&origin=cardTitle#sol=c760155c977e64d8c980d6b936fbc39f6cfa0e48,,vilko.poznovia@indigosolutions.org.au,,Lytton,Brisbane QLD,,2024-07-29
Process Analyst,Kinetic IT,"If you want exposure to a SIAM environment and are process driven, this opportunity is for you!",https://www.seek.com.au/job/77649664?type=standout&ref=search-standalone&origin=cardTitle#sol=11b84a0305196694e92815bf410a6478a9e81266,,careers@kineticit.com.au,,Lytton,Brisbane QLD,,2024-07-29
Project Officer,"Talent – Specialists in tech, transformation & beyond","Talent International is seeking an experienced Project Officer to join our client, a State Government Department based in Brisbane CBD.",https://www.seek.com.au/job/77648809?type=standout&ref=search-standalone&origin=cardTitle#sol=35c6a867a12a42cdd9ab29c2989c2c68da37ceb3,,james.grierson@talentinternational.com,,Lytton,Brisbane QLD,,2024-07-29
Program Manager,Paxus,Program Manager with digital transformation experience required to focus on improvement strategies to architectural governance and operating models.,https://www.seek.com.au/job/77647311?type=standout&ref=search-standalone&origin=cardTitle#sol=132ac6cb3bbf85cf8da9ef2f4f3d8010c1c508b7,,dkhan@paxus.com.au,,Lytton,Brisbane QLD,AUD 150000 - 180000 per annum,2024-07-29
Software Engineer,Raytheon Australia,"Raytheon Australia is seeking a Software Engineer to join our team at Springfield Central, QLD",https://www.seek.com.au/job/77648193?type=standout&ref=search-standalone&origin=cardTitle#sol=4188046e3a68b41067c52e6472275d858c08abbb,,careers@raytheon.com.au,,Lytton,Brisbane QLD,$130 - $150/h incl. super (negotiable),2024-07-29
Enterprise Architect,FutureYou,Enterprise Architect to align technology with the mission and strategic goals through the development and oversight of the EA Roadmap.,https://www.seek.com.au/job/77590415?type=standard&ref=search-standalone&origin=cardTitle#sol=69493640dfc797ca541999098ca34768c954e655,,corinroberts@future-you.com.au,,Lytton,Brisbane QLD,,2024-07-29
Program Officer - ICT,Paxus,We are seeking a highly organised and proactive Program Coordinator to join our clients IT projects team.,https://www.seek.com.au/job/77603359?type=standard&ref=search-standalone&origin=cardTitle#sol=88043150bba1db4faeb7445a1b744e67fcdf72f4,,srobertson@paxus.com.au,,Lytton,Brisbane QLD,,2024-07-29
Azure Cloud Engineer,Talenza,My client are a major Australian financial services institution looking for an Azure Cloud Engineer based in Sydney.,https://www.seek.com.au/job/77648277?type=standard&ref=search-standalone&origin=cardTitle#sol=26e58e1f6a80a34ac9a538813ac1fe7e5846b32b,,martin.pearson@talenza.com.au,,Lytton,Brisbane QLD,,2024-07-29
Program Manager,Ampersand,We are looking for an experienced Program Manager to lead the end-to-end delivery of an ERP implementation project.,https://www.seek.com.au/job/77598568?type=standard&ref=search-standalone&origin=cardTitle#sol=e8ea9ee4f9af77b5a0afe1f40f8cd64589f9c948,,nbyng@ampersand.com.au,,Lytton,Brisbane QLD,,2024-07-29
Program Manager,Paxus,Program Manager with digital transformation experience required to focus on improvement strategies to architectural governance and operating models.,https://www.seek.com.au/job/77647311?type=standout&ref=search-standalone&origin=cardTitle#sol=ac659357e76f6624d35eea21974fbd9901f70e91,,dkhan@paxus.com.au,,Canberra ACT,Melbourne VIC,Competitive Daily Rate,2024-07-29
Manager Data Science,RACQ,"Lead a team of Data Scientists to design and develop diagnostic, predictive, and prescriptive analytic solutions to complex business problems.",https://www.seek.com.au/job/77638916?type=standout&ref=search-standalone&origin=cardTitle#sol=5b8e44556bc4c118f8598c3ffe7dcb4b2832c5e4,,careers@racq.com.au,,Canberra ACT,Melbourne VIC,Attractive salary + benefits + vehicle,2024-07-29
Project Officer,"Talent – Specialists in tech, transformation & beyond","Talent International is seeking an experienced Project Officer to join our client, a State Government Department based in Brisbane CBD.",https://www.seek.com.au/job/77648809?type=standout&ref=search-standalone&origin=cardTitle#sol=1f144d3982185cf65ddf564bc736a10fa5756687,,james.grierson@talentinternational.com,,Canberra ACT,Melbourne VIC,$100k + Super,2024-07-29
Data Engineer,TheDriveGroup,Build key data infrastructure for a high-growth startup that are building key services for businesses across the globe,https://www.seek.com.au/job/77637523?type=standard&ref=search-standalone&origin=cardTitle#sol=a2d3b23c9abc8964f4cab939bf48cf00a7ac9172,,andrew@thedrivegroup.com.au,,Canberra ACT,Melbourne VIC,Subsidised health insurance + stock discounts,2024-07-29
Software Engineer,Raytheon Australia,"Raytheon Australia is seeking a Software Engineer to join our team at Springfield Central, QLD",https://www.seek.com.au/job/77648193?type=standout&ref=search-standalone&origin=cardTitle#sol=593b5f912240cb9a9043725c221be6d58fe610d1,,careers@raytheon.com.au,,Canberra ACT,Melbourne VIC,Subsidised health insurance + stock discounts,2024-07-29
Process Analyst,Kinetic IT,"If you want exposure to a SIAM environment and are process driven, this opportunity is for you!",https://www.seek.com.au/job/77649664?type=standout&ref=search-standalone&origin=cardTitle#sol=1c839298c173b9894ce9d384238270ad6d075864,,careers@kineticit.com.au,,Canberra ACT,Melbourne VIC,"$75,000 – $85,000 per year",2024-07-29
Senior Cyber Incident Handler,Lanson Partners,"Cyber Incident Response / DFIR role for a global brand, working on BAU + new security initiatives, such as building AI and automation into workflows.",https://www.seek.com.au/job/77637375?type=standout&ref=search-standalone&origin=cardTitle#sol=cdf5221b3b071290e41b84f3b8b373e571a57d50,,matthew@lansonpartners.com,,Canberra ACT,Melbourne VIC,,2024-07-29
Business Transformation Director,Canberra Institute of Technology,Are you a Business Champion ready to drive innovation and digital transformation? CIT is seeking a dynamic Director of Business Transformation.,https://www.seek.com.au/job/77592568?type=standout&ref=search-standalone&origin=cardTitle#sol=92241adfe5e1ecc0ccf8c4c0fe4b93b2d8d9425d,,Corey.Uncles@cit.edu.au,,Melbourne VIC,Melbourne VIC,"$164,725",2024-07-29
AI Architect,Rubix Solutions Pty Ltd,Hiring AI Architects in Sydney ASAP!,https://www.seek.com.au/job/77636206?type=standout&ref=search-standalone&origin=cardTitle#sol=bf638538ff6cd645aba489299f731a6c73eea0bf,,eleanor@rubixsolutions.net.au,,Melbourne VIC,Melbourne VIC,AUD 150000 - 180000 per annum,2024-07-29
.NET Solution Architect,TheDriveGroup,"Newly created .NET Solution Architect role to help with large Transformation Project with an ASX listed company | 12 Month Contract | High Daily Rate",https://www.seek.com.au/job/77620958?type=standard&ref=search-standalone&origin=cardTitle#sol=051f48a6973a3e7b4d1973de44251552785afb9a,,dotnet@thedrivegroup.com.au,,Melbourne VIC,Melbourne VIC,+ super + bonus,2024-07-29
Azure Cloud Engineer,Talenza,My client are a major Australian financial services institution looking for an Azure Cloud Engineer based in Sydney.,https://www.seek.com.au/job/77648277?type=standard&ref=search-standalone&origin=cardTitle#sol=fc5eb104e9b3d2c487d71434e7b5bad665acefcd,,martin.pearson@talenza.com.au,,Melbourne VIC,Melbourne VIC,$145 - $165 p.h. + Weekly pay options,2024-07-29
Senior Platform Integration Expert,SapCommerce.com,Exciting opportunity for a deserving candidate,https://www.seek.com.au/job/77596070?type=standard&ref=search-standalone&origin=cardTitle#sol=b0ccf373c5717d63104ffa20d4157a4066276faa,,ranjana@sapcommerce.com,0422845883,Melbourne VIC,Melbourne VIC,,2024-07-29
Cyber Security IAM Architect,University of New South Wales,Cyber Security IAM Architect will provide subject matter expertise + support for the delivery of the University’s Cyber Security Enablement Program.,https://www.seek.com.au/job/77623560?type=standard&ref=search-standalone&origin=cardTitle#sol=e05c2febe183c88c1824d94a1c409c4c1dbf95e5,,j.maclachlan@unsw.edu.au,,Melbourne VIC,Melbourne VIC,,2024-07-29
Solutions Architect,Digital Resources Australia Pty Ltd,"6 - 12 months contract with Tier 1 mining client. TOGAF, Cisco Architecture a must have!",https://www.seek.com.au/job/77604311?type=standard&ref=search-standalone&origin=cardTitle#sol=cb977deb7a8029a314071708a376c035d862396a,,natalie@digitalresources.com.au,,Melbourne VIC,Melbourne VIC,,2024-07-29
"Technical Migration Project Manager | Full Time | Fixed term 2 year contract",Estia Health,"Overseeing and executing the migration/implementation of technology infrastructure and systems within newly acquired, developing and existing homes.",https://www.seek.com.au/job/77605542?type=standout&ref=search-standalone&origin=cardTitle#sol=e9d89c3cef93d45bf938cfef275c78a05b62f4f8,,katrina.maurer@estiahealth.com.au,,Melbourne VIC,Melbourne VIC,,2024-07-29
Network Engineer,Akkodis,Currently seeking 2X Network Engineer to join our client on a short term contract based in Brisbane.,https://www.seek.com.au/job/77648379?type=standard&ref=search-standalone&origin=cardTitle#sol=494be4176ecf868fcdb49e35c6babeae8b8ee9bd,,Lam.Nguyen@akkodisgroup.com,,Melbourne VIC,Sydney NSW,$210k - $225k + super,2024-07-29
Business Insights Manager,Water Corporation,"By leading the IT Group’s BI capability, your team delivers actionable insights as a corporate service to Groups and Business Units across",https://www.seek.com.au/job/77603586?type=standout&ref=search-standalone&origin=cardTitle#sol=cd1869d99cf97f185507e53ce2eb26b968d264e5,,recruitment@watercorporation.com.au,,Melbourne VIC,Sydney NSW,$602.55 daily + Superannuation,2024-07-29
Lead Business Analyst,T+O+M Executive,Lead Business Analyst role in Sydney. Bridge business and technology in financial services.,https://www.seek.com.au/job/77604568?type=standard&ref=search-standalone&origin=cardTitle#sol=b688e72077f319d47c8a53a96352b4f30c34b43f,,eloise.bliss@tomexecutive.com,,Melbourne VIC,Sydney NSW,Subsidised health insurance + stock discounts,2024-07-29
Cloud Domain Architect,Peoplebank Australia NSW,"Create and uphold strategic Architecture Domain Roadmap, ensuring alignment with cutting-edge technologies and future trends.",https://www.seek.com.au/job/77595888?type=standout&ref=search-standalone&origin=cardTitle#sol=ed57c4a2509f604c5fd2c3285b435f8356465e40,,pravin.manandhar@peoplebank.com.au,,Melbourne VIC,Sydney NSW,$140k-$150k,2024-07-29
EL1 Team Leader,"Talent – Specialists in tech, transformation & beyond",Great opportunity for a team leader to join the Service Guidance branch of a Federal Agency!,https://www.seek.com.au/job/77643741?type=standout&ref=search-standalone&origin=cardTitle#sol=25c5b36021b76c3c051a5986821551fc4c793bc8,,Samuel.beckett@talentinternational.com,,Melbourne VIC,Sydney NSW,,2024-07-29
Data Engineer,"Talent – Specialists in tech, transformation & beyond",Seeking Data Engineer for permanent role with mining tech client developing a SaaS data and analytics solution for APAC mobile mining equipment.,https://www.seek.com.au/job/77601314?type=standout&ref=search-standalone&origin=cardTitle#sol=933edfb3af090f9834c7ef87e0a250880a5dc22e,,Mats.rorvik@talentinternational.com,,Melbourne VIC,Sydney NSW,,2024-07-29
Developer,The Print Bar,"We’re looking for a developer! your day to day will involve building out our POD project, responding to quick fixes and actioning our product roadmap.",https://www.seek.com.au/job/77644541?type=standard&ref=search-standalone&origin=cardTitle#sol=1b8eb34c3feb466e9ba25d943d39fca6a507b3ef,,hiring@theprintbar.com,,Melbourne VIC,Sydney NSW,,2024-07-29
AI Engineer,Rubix Solutions Pty Ltd,AI Engineers Wanted!,https://www.seek.com.au/job/77635704?type=standout&ref=search-standalone&origin=cardTitle#sol=5cab8c9907a0d37323beba6d19cca895526ef6e3,,eleanor@rubixsolutions.net.au,,Melbourne VIC,Sydney NSW,,2024-07-29
Project Officer,Lime Recruitment,Project Officer contract to 11/09/2026. Undertaking specific project activities using recommended project control solutions.,https://www.seek.com.au/job/77640967?type=standard&ref=search-standalone&origin=cardTitle#sol=c28a0ddd6670ae517a7c016b0edb28960e3244be,,daniel@limejobs.com.au,,Melbourne VIC,Sydney NSW,No contractor fees / two pay runs per week,2024-07-29
AI Architect / AI Engineer,Paxus,2 Permanent Opportunities for a large media organisation. Opportunity to have security and the support of a large AI and Cloud team.,https://www.seek.com.au/job/77646559?type=standout&ref=search-standalone&origin=cardTitle#sol=4ec945c778422ef45f95033141786d2fec91a55e,,jbohm@paxus.com.au,,Melbourne VIC,Sydney NSW,$141364 - $149387 p.a.,2024-07-29
"Senior Technical Support Analyst - Fin Services - Linux, AWS and Kubernetes",Technology People,Excellent opportunity for an experienced Technical Support Analyst to provide technical support across a major platform migration program...,https://www.seek.com.au/job/77635605?type=standard&ref=search-standalone&origin=cardTitle#sol=3fdc5a1049a2cf074d577e68432946538d5d80f5,,khalil@technologypeople.com.au,,Melbourne VIC,Sydney NSW,,2024-07-29
"CLIENT DIRECTOR $180-300K, base, super, comms",xtend recruitment,Are you tired with a culture that doesn't INVEST in their PEOPLE? Recognised by Forrester and Gartner as #1 DISRUPTIVE TECHNOLOGY,https://www.seek.com.au/job/77634543?type=standout&ref=search-standalone&origin=cardTitle#sol=eb05c958151dfff0b222fa10246d9ddd8722c09d,,elena@xtendrecruitment.com.au,,Melbourne VIC,Sydney NSW,,2024-07-29
Senior OT Network Engineer,Origin,"Design, undertake implementation, continuous improvement & support for Origin Energy's critical Integrated Gas Operational Technology infrastructure,",https://www.seek.com.au/job/77637603?type=standout&ref=search-standalone&origin=cardTitle#sol=21d392f0a51a96acce5d02bc902c5e0b8032f49d,,,0738670157,Melbourne VIC,Sydney NSW,,2024-07-29
Senior Platform Integration Expert,SapCommerce.com,Exciting opportunity for a deserving candidate,https://www.seek.com.au/job/77596070?type=standard&ref=search-standalone&origin=cardTitle#sol=94e56a88a876e74f6dba97a5a2841bac748b1f29,,ranjana@sapcommerce.com,0422845883,Melbourne VIC,Sydney NSW,,2024-07-29
.NET Solution Architect,FIRESOFT People,"Newly created .NET Solution Architect role to help with large Transformation Project with an ASX listed company | 12 Month Contract | High Daily Rate",https://www.seek.com.au/job/77620958?type=standard&ref=search-standalone&origin=cardTitle#sol=98570b288d5d679e2d6a660bf47970afc42dc566,,dotnet@thedrivegroup.com.au,,Brisbane QLD,Sydney NSW,$1200-1400pd,2024-07-29
Data Warehouse Developer,Flight Centre Travel Group,"Are you a Data Warehouse Developer with a solid understanding of SQL, Azure Data Factory, and Azure Cloud? We have an exciting opportunity for you!",https://www.seek.com.au/job/77643386?type=standard&ref=search-standalone&origin=cardTitle#sol=d9c21e125b2547e2e94781cd99d3b6f10d10f053,,adjustments@clicks.com.au,,Brisbane QLD,Sydney NSW,Salary from $105 k incl super (neg based on exp),2024-07-29
Lead Business Analyst,Water Corporation,Lead Business Analyst role in Sydney. Bridge business and technology in financial services.,https://www.seek.com.au/job/77604568?type=standard&ref=search-standalone&origin=cardTitle#sol=75ce66b462575cbb74e478d1d63617f3969fe7c7,,eloise.bliss@tomexecutive.com,,Brisbane QLD,Sydney NSW,$150 – $160 per hour,2024-07-29
Business Insights Manager,Estia Health,"By leading the IT Group’s BI capability, your team delivers actionable insights as a corporate service to Groups and Business Units across",https://www.seek.com.au/job/77603586?type=standout&ref=search-standalone&origin=cardTitle#sol=e080b32735385f88f921041e75b12ed00067864e,,recruitment@watercorporation.com.au,,Brisbane QLD,Sydney NSW,$210k - $225k + super,2024-07-29
"Technical Migration Project Manager | Full Time | Fixed term 2 year contract",Digital Resources Australia Pty Ltd,"Overseeing and executing the migration/implementation of technology infrastructure and systems within newly acquired, developing and existing homes.",https://www.seek.com.au/job/77605542?type=standout&ref=search-standalone&origin=cardTitle#sol=68dd55bed81ce0337e7eb3de287faa2555f9cade,,katrina.maurer@estiahealth.com.au,,Brisbane QLD,Sydney NSW,"Up $178,400 Including Super Per Year.",2024-07-29
Solutions Architect,The Recruitment Company,"6 - 12 months contract with Tier 1 mining client. TOGAF, Cisco Architecture a must have!",https://www.seek.com.au/job/77604311?type=standard&ref=search-standalone&origin=cardTitle#sol=c0c9c657d86d7730eb623106c02efcf0c46ae6e2,,natalie@digitalresources.com.au,,Brisbane QLD,Sydney NSW,,2024-07-29
Cloud Domain Architect,"Talent – Specialists in tech, transformation & beyond","Create and uphold strategic Architecture Domain Roadmap, ensuring alignment with cutting-edge technologies and future trends.",https://www.seek.com.au/job/77595888?type=standout&ref=search-standalone&origin=cardTitle#sol=a26c3ff5666143864b766e30496eafec08055a86,,pravin.manandhar@peoplebank.com.au,,Brisbane QLD,Sydney NSW,,2024-07-29
Data Engineer,Vocus,Seeking Data Engineer for permanent role with mining tech client developing a SaaS data and analytics solution for APAC mobile mining equipment.,https://www.seek.com.au/job/77601314?type=standout&ref=search-standalone&origin=cardTitle#sol=3ece4d3cc5bbdbd6975c8bb8f34fd4ecdf04e27a,,Mats.rorvik@talentinternational.com,,Brisbane QLD,Sydney NSW,,2024-07-29
Cyber Security IAM Architect,Randstad Digital,Cyber Security IAM Architect will provide subject matter expertise + support for the delivery of the University’s Cyber Security Enablement Program.,https://www.seek.com.au/job/77623560?type=standard&ref=search-standalone&origin=cardTitle#sol=fb97a14f4e11fcdf939eb03e720d2e2fd87959dc,,j.maclachlan@unsw.edu.au,,Brisbane QLD,Sydney NSW,,2024-07-29
Senior Technical Engineer,Rubix Solutions Pty Ltd,Seeking senior Technical Engineer having experience with M204 User Language and file structures. Batch processing.,https://www.seek.com.au/job/77604694?type=standard&ref=search-standalone&origin=cardTitle#sol=81f5e8b8911e6b2346b12f81697be4ff00ce7aa0,,,0425763872,Brisbane QLD,Sydney NSW,,2024-07-29
Citrix Engineer,,Rubix Solutions is seeking for an Infrastructure Technician (Citrix),https://www.seek.com.au/job/77605406?type=standout&ref=search-standalone&origin=cardTitle#sol=a6e3d145fbbaec0d9ff945e22368e7c1c19c0ae9,,Stephanie@rubixsolutions.net.au,,Brisbane QLD,Sydney NSW,,2024-07-29
Network Engineer,M&T Resources,The Network Engineer has extensive expertise relating to the organisation's networking solutions.,https://www.seek.com.au/job/77648151?type=standout&ref=search-standalone&origin=cardTitle#sol=23b5a00511115c87a4890a49649916a03b571be8,,carol.ferraz@mtr.com.au,,Canberra ACT,Newcastle,"$100,000 - $110,000",2024-07-29
Applications Development Analyst (CRM),Indigo Australasia Incorporated,"As CRM Analyst you will provide technical support for Microsoft Dynamics CRM, amongst other duties to assist in achieving the organisations goals.",https://www.seek.com.au/job/77597870?type=standout&ref=search-standalone&origin=cardTitle#sol=090b9a23057e56ce95e4fd44406153e3f6ad19e9,,vilko.poznovia@indigosolutions.org.au,,Canberra ACT,Newcastle,Market rates on offer,2024-07-29
Database Administrator,Rubix Solutions Pty Ltd,"Rubix Solutions, is seeking up to two experienced Database Administrators",https://www.seek.com.au/job/77601591?type=standout&ref=search-standalone&origin=cardTitle#sol=499a066f1a6ca3a5d0fcabf9928c8dfc896538f5,,Stephanie@rubixsolutions.net.au,,Canberra ACT,Newcastle,"$120,000 - $160,000 + Super",2024-07-29
Principal SRE,Attribute Group,"Working on AWS tech stack, this Global Bank requires a Principal SRE with an ""automate everything"" approach.",https://www.seek.com.au/job/77590648?type=standout&ref=search-standalone&origin=cardTitle#sol=18658d47953e9d544a0ebd5eb8332bf8aed95349,,acronin@attributegroup.com.au,,Canberra ACT,Newcastle,"Attractive REM, Salary Packaging & Novated Leases!",2024-07-29
Integration Specialist,"Talent – Specialists in tech, transformation & beyond","Be responsible for designing, implementing, and maintaining integration solutions using Microsoft Azure's cloud services.",https://www.seek.com.au/job/77638873?type=standout&ref=search-standalone&origin=cardTitle#sol=a3e78767a9f01ec850484058b7c463b70728dc09,,anita.fonseka@talentinternational.com,,Canberra ACT,Newcastle,,2024-07-29
"Business/Data Analyst, Investment Data",Kaizen Recruitment,Newly created investment data position working with a leading funds management firm.,https://www.seek.com.au/job/77590649?type=standout&ref=search-standalone&origin=cardTitle#sol=853d43b59c32d1b596c43103a8855ff8c8a541ed,,jeremy@kaizenrecruitment.com,,Canberra ACT,Newcastle,,2024-07-29
Software Engineer - Multiple Roles,Just Digital People,Join a growing team in a national organisation where excellence and innovation are part of their every day.,https://www.seek.com.au/job/77602910?type=standout&ref=search-standalone&origin=cardTitle#sol=bc2a49fba0a9b17944299f59d894c89fa2665d4a,,Ben@justdigitalpeople.com.au,,Canberra ACT,Newcastle,,2024-07-29
Model 204 Technical Engineer,Paxus,Are you an experienced Model 204 Technical Engineer looking for your next contract role within the Federal Government?,https://www.seek.com.au/job/77597051?type=standard&ref=search-standalone&origin=cardTitle#sol=638df94ccee1294b53fadd87b2c9f63731226dde,,ialrogi@paxus.com.au,,Canberra ACT,Newcastle,,2024-07-29
Senior Technical Engineer,Peoplebank Australia ACT,Our Federal Government Client is seeking a Senior Technical Engineering Expert for their team in ACT (hybrid role);Open to Australian Citizens.,https://www.seek.com.au/job/77603861?type=standout&ref=search-standalone&origin=cardTitle#sol=8ef83d9cd36e6b49c6992300d89c7cf0b7127930,,,0262689781,Canberra ACT,Lane Cove,No contractor fees / two pay runs per week,2024-07-29
Project Manager,Lime Recruitment,"Lead the delivery of operational readiness activities within an enterprise cloud program | Initial 6 month contract | Brisbane CBD",https://www.seek.com.au/job/77645126?type=standard&ref=search-standalone&origin=cardTitle#sol=1921e8c3cfb3b8c347dc179bea1083dd6c91e2d5,,daniel@limejobs.com.au,,Canberra ACT,Lane Cove,competitive package,2024-07-29
Senior Consultant - Decision Support,Atturra,Senior Consultant,https://www.seek.com.au/job/77609802?type=standout&ref=search-standalone&origin=cardTitle#sol=b03869849be78fd504d44ba65fb8dd8d6cd200b9,,talentacquisition@atturra.com,,Canberra ACT,Lane Cove,$160K-$200K+Super,2024-07-29
Senior Technical Engineer,SYPAQ Systems,SYPAQ is seeking a Senior Platform Integration Expert to provide their expertise for this large Government client based in Canberra.,https://www.seek.com.au/job/77599234?type=standout&ref=search-standalone&origin=cardTitle#sol=ba526a924d45e391e39f2ec138861629dd6497bc,,ely.gerard@sypaq.com.au,,Canberra ACT,Lane Cove,Global Finance Organization - Greenfield Tech,2024-07-29
Senior OT Network Engineer,Origin,"Design, undertake implementation, continuous improvement & support for Origin Energy's critical Integrated Gas Operational Technology infrastructure,",https://www.seek.com.au/job/77637603?type=standout&ref=search-standalone&origin=cardTitle#sol=9412300bce6d78637a80fa56b265082d84ab329c,,,0738670157,Canberra ACT,Lane Cove,"$90,000 – $130,000 per year",2024-07-29
Data Analyst,Treasury Wine Estates Limited,Support the design and development of highly effective reporting that transforms the level of insights within Penfolds using trusted data sources,https://www.seek.com.au/job/77593357?type=standout&ref=search-standalone&origin=cardTitle#sol=2e6621b29929366e2969ed65169a4d815e2cf6a2,,recruitment@tweglobal.com,,Canberra ACT,Lane Cove,Including superannuation,2024-07-29
Enterprise Solutions Project Coordinator,Public Sector People,Public Sector People are recruiting for a Project Coordinator to lead and manage small initiates within a Local Government team.,https://www.seek.com.au/job/77590593?type=standard&ref=search-standalone&origin=cardTitle#sol=64343eb4b552fa48617524d69466642e635e1009,,olivia@publicsectorpeople.com.au,,Canberra ACT,Lane Cove,,2024-07-29
AI Architect / AI Engineer,Paxus,2 Permanent Opportunities for a large media organisation. Opportunity to have security and the support of a large AI and Cloud team.,https://www.seek.com.au/job/77646559?type=standout&ref=search-standalone&origin=cardTitle#sol=e85a8a0e1be0861809b1179a9492f61b336e983b,,jbohm@paxus.com.au,,Canberra ACT,Lane Cove,,2024-07-29
